,name,status,mass,targets
DB06835,(2S)-2-[3-(AMINOMETHYL)PHENYL]-3-{(S)-HYDROXY[(1R)-2-METHYL-1-{[(2-PHENYLETHYL)SULFONYL]AMINO}PROPYL]PHOSPHORYL}PROPANOIC ACID,experimental,482.53,1
DB06836,"N-(5-{4-Chloro-3-[(2-hydroxyethyl)sulfamoyl]phenyl}-4-methyl-1,3-thiazol-2-yl)acetamide",experimental,389.878,2
DB06837,"(2R)-N~4~-hydroxy-2-(3-hydroxybenzyl)-N~1~-[(1S,2R)-2-hydroxy-2,3-dihydro-1H-inden-1-yl]butanediamide",experimental,370.3991,1
DB06838,methyl L-phenylalaninate,experimental,179.2157,2
DB06839,N-(ethoxycarbonyl)-L-leucine,experimental,203.2356,0
DB06840,"diethyl [(1R)-1,5-diaminopentyl]boronate",experimental,202.102,1
DB06841,D-phenylalanyl-N-[(1S)-4-{[amino(iminio)methyl]amino}-1-(chloroacetyl)butyl]-L-prolinamide,experimental,453.986,1
DB06842,(4R)-4-(3-butoxy-4-methoxybenzyl)imidazolidin-2-one,experimental,278.3468,2
DB06843,"2',5'-DIDEOXY-ADENOSINE 3'-MONOPHOSPHATE",experimental,315.2224,3
DB06844,"4-[(7-OXO-7H-THIAZOLO[5,4-E]INDOL-8-YLMETHYL)-AMINO]-N-PYRIDIN-2-YL-BENZENESULFONAMIDE",experimental,449.506,2
DB06845,(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclopentylamino)ethanoyl)pyrrolidine-2-carboxamide,experimental,371.4766,2
DB06847,"5-[(3S)-3-(2-methoxybiphenyl-4-yl)but-1-yn-1-yl]-6-methylpyrimidine-2,4-diamine",experimental,358.4363,1
DB06848,"1-(1'-{[3-(methylsulfanyl)-2-benzothiophen-1-yl]carbonyl}spiro[1-benzofuran-3,4'-piperidin]-5-yl)methanamine",experimental,424.579,1
DB06849,"1-[1'-(3-phenylacryloyl)spiro[1-benzofuran-3,4'-piperidin]-5-yl]methanamine",experimental,348.4382,1
DB06850,(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclohexylamino)ethanoyl)pyrrolidine-2-carboxamide,experimental,385.5031,2
DB06851,N-(pyridin-3-ylmethyl)aniline,experimental,184.2371,2
DB06852,4-[(3S)-1-AZABICYCLO[2.2.2]OCT-3-YLAMINO]-3-(1H-BENZIMIDAZOL-2-YL)-6-CHLOROQUINOLIN-2(1H)-ONE,experimental,419.907,1
DB06853,N-cycloheptylglycyl-N-(4-carbamimidoylbenzyl)-L-prolinamide,experimental,399.5297,2
DB06855,6-fluoro-2-(2-hydroxy-3-isobutoxy-phenyl)-1H-benzoimidazole-5-carboxamidine,experimental,342.3675,2
DB06856,6-FLUORO-2-[2-HYDROXY-3-(2-METHYL-CYCLOHEXYLOXY)-PHENYL]-1H-INDOLE-5-CARBOXAMIDINE,experimental,381.4433,1
DB06857,N-(4-CARBAMIMIDOYL-3-CHORO-PHENYL)-2-HYDROXY-3-IODO-5-METHYL-BENZAMIDE,experimental,429.64,1
DB06858,N-cyclooctylglycyl-N-(4-carbamimidoylbenzyl)-L-prolinamide,experimental,413.5563,2
DB06859,N-ALLYL-5-AMIDINOAMINOOXY-PROPYLOXY-3-CHLORO-N-CYCLOPENTYLBENZAMIDE,experimental,394.896,1
DB06860,"2-(2-chloropyridin-4-yl)-4-methyl-1H-isoindole-1,3(2H)-dione",experimental,272.686,1
DB06861,6-(2-HYDROXY-CYCLOPENTYL)-7-OXO-HEPTANAMIDINE,experimental,226.3153,1
DB06862,2-HYDROXY-5-(2-MERCAPTO-ETHYLSULFAMOYL)-BENZOIC ACID,experimental,277.317,1
DB06864,"2-(3-CARBOXYPROPIONYL)-6-HYDROXY-CYCLOHEXA-2,4-DIENE CARBOXYLIC ACID",experimental,240.2094,1
DB06865,6-CARBAMIMIDOYL-2-[2-HYDROXY-6-(4-HYDROXY-PHENYL)-INDAN-1-YL]-HEXANOIC ACID,experimental,382.4528,1
DB06866,6-CARBAMIMIDOYL-2-[2-HYDROXY-5-(3-METHOXY-PHENYL)-INDAN-1-YL]-HEXANOIC ACID,experimental,396.4794,1
DB06867,"3,6,9,12,15,18-HEXAOXAICOSANE",experimental,294.3844,1
DB06868,N-(3-chlorobenzyl)-1-(4-methylpentanoyl)-L-prolinamide,experimental,336.856,1
DB06869,1-[2-AMINO-2-CYCLOHEXYL-ACETYL]-PYRROLIDINE-3-CARBOXYLIC ACID 5-CHLORO-2-(2-ETHYLCARBAMOYL-ETHOXY)-BENZYLAMIDE,experimental,479.012,1
DB06870,"17-HYDROXY-18A-HOMO-19-NOR-17ALPHA-PREGNA-4,9,11-TRIEN-3-ONE",experimental,312.4458,1
DB06871,17-METHYL-17-ALPHA-DIHYDROEQUILENIN,experimental,282.3768,2
DB06872,"1-((2-HYDROXYETHOXY)METHYL)-5-(PHENYLTHIO)PYRIMIDINE-2,4(1H,3H)-DIONE",experimental,294.326,1
DB06873,"1-((2-HYDROXYETHOXY)METHYL)-5-(3-(BENZYLOXY)BENZYL)PYRIMIDINE-2,4(1H,3H)-DIONE",experimental,382.4098,1
DB06874,"(6-[4-(AMINOMETHYL)-2,6-DIMETHYLPHENOXY]-2-{[4-(AMINOMETHYL)PHENYL]AMINO}-5-BROMOPYRIMIDIN-4-YL)METHANOL",experimental,450.288,1
DB06875,3-(3-FLUORO-4-HYDROXYPHENYL)-7-HYDROXY-1-NAPHTHONITRILE,experimental,279.2652,2
DB06876,"N-{5-[4-(4-METHYLPIPERAZIN-1-YL)PHENYL]-1H-PYRROLO[2,3-B]PYRIDIN-3-YL}NICOTINAMIDE",experimental,412.487,1
DB06877,"N,N-DIMETHYL-4-(4-PHENYL-1H-PYRAZOL-3-YL)-1H-PYRROLE-2-CARBOXAMIDE",experimental,280.3244,1
DB06878,1-[(2R)-2-aminobutanoyl]-N-(3-chlorobenzyl)-L-prolinamide,experimental,323.818,1
DB06879,"5-(4'-AMINO-1'-ETHYL-5',8'-DIFLUORO-1'H-SPIRO[PIPERIDINE-4,2'-QUINAZOLINE]-1-YLCARBONYL)PICOLINONITRILE",experimental,412.4358,1
DB06880,"(1S)-2-[(2S,5R)-2-(AMINOMETHYL)-5-PROP-1-YN-1-YLPYRROLIDIN-1-YL]-1-CYCLOPENTYL-2-OXOETHANAMINE",experimental,263.3785,1
DB06881,(1Z)-2-HYDROXY-3-OXOHEX-1-EN-1-YL DIHYDROGEN PHOSPHATE,experimental,210.1217,1
DB06882,1-[1-(3-aminophenyl)-3-tert-butyl-1H-pyrazol-5-yl]-3-naphthalen-1-ylurea,experimental,399.4882,2
DB06883,1-[1-(3-aminophenyl)-3-tert-butyl-1H-pyrazol-5-yl]-3-phenylurea,experimental,349.4295,1
DB06884,4-HYDROXY-N'-(4-ISOPROPYLBENZYL)BENZOHYDRAZIDE,experimental,284.3529,2
DB06885,3-[({(1E)-[2-(trifluoromethyl)phenyl]methylidene}amino)oxy]propanoic acid,experimental,261.1972,0
DB06886,N-BENZYLOXYCARBONYL-ALA-PRO-3-AMINO-4-PHENYL-BUTAN-2-OL,experimental,467.5573,1
DB06887,"[(3S)-3-(Methylcarbamoyl)-2-{[(2-methyl-2-propanyl)oxy]carbonyl}-1,2,3,4-tetrahydro-7-isoquinolinyl]sulfamic acid",experimental,385.435,1
DB06888,"(13R,15S)-13-METHYL-16-OXA-8,9,12,22,24-PENTAAZAHEXACYCLO[15.6.2.16,9.1,12,15.0,2,7.0,21,25]HEPTACOSA-1(24),2,4,6,17(25),18,20-HEPTAENE-23,26-DIONE",experimental,403.4338,1
DB06889,"3-(1H-tetrazol-5-ylmethyl)-5,6,7,8-tetrahydro[1]benzothieno[2,3-d]pyrimidin-4(3H)-one",experimental,288.328,1
DB06890,(2R)-2-PHENYL-N-PYRIDIN-4-YLBUTANAMIDE,experimental,240.3003,1
DB06891,"5-{[(4-AMINO-3-CHLORO-5-FLUOROPHENYL)SULFONYL]AMINO}-1,3,4-THIADIAZOLE-2-SULFONAMIDE",experimental,387.819,1
DB06892,"(5S)-4,5-difluoro-6-[(2-fluoro-4-iodophenyl)imino]-N-(2-hydroxyethoxy)cyclohexa-1,3-diene-1-carboxamide",experimental,452.1671,1
DB06893,1-DECANE-SULFONIC-ACID,experimental,222.345,1
DB06894,1-DODECANOL,experimental,186.3342,2
DB06896,"1-(4-fluorophenyl)-N-[3-fluoro-4-(1H-pyrrolo[2,3-b]pyridin-4-yloxy)phenyl]-2-oxo-1,2-dihydropyridine-3-carboxamide",experimental,458.4163,1
DB06897,"3-[3-chloro-5-(5-{[(1S)-1-phenylethyl]amino}isoxazolo[5,4-c]pyridin-3-yl)phenyl]propan-1-ol",experimental,407.893,1
DB06898,"4-(2-amino-1-methyl-1H-imidazo[4,5-b]pyridin-6-yl)phenol",experimental,240.2606,2
DB06899,"N-{2-[6-(2,4-DIAMINO-6-ETHYLPYRIMIDIN-5-YL)-2,2-DIMETHYL-3-OXO-2,3-DIHYDRO-4H-1,4-BENZOTHIAZIN-4-YL]ETHYL}ACETAMIDE",experimental,414.524,1
DB06900,1-[4-(hydroxymethyl)phenyl]guanidine,experimental,165.1924,1
DB06901,2-(2-HYDROXY-CYCLOPENTYL)-PENT-4-ENAL,experimental,168.2328,1
DB06902,4-(1-methyl-1-phenylethyl)phenol,experimental,212.2869,1
DB06903,"(1S,3aS,5aR,8aS)-1,7,7-trimethyl-1,2,3,3a,5a,6,7,8-octahydrocyclopenta[c]pentalene-4-carboxylic acid",experimental,234.334,1
DB06904,"(5S,6S)-6-[(R)ACETOXYETH-2-YL]-PENEM-3-CARBOXYLATEPROPANE",experimental,299.343,1
DB06905,"(2S,3S,4E,6E,8S,9S)-3-amino-9-methoxy-2,6,8-trimethyl-10-phenyldeca-4,6-dienoic acid",experimental,331.4492,3
DB06906,2-AMINO-4-HYDROXYPYRIMIDINE-5-CARBOXYLIC ACID ETHYL ESTER,experimental,183.1647,1
DB06907,"2-(2,6-DICHLOROPHENYL)-1,3-BENZOXAZOLE-6-CARBOXYLIC ACID",experimental,308.116,0
DB06908,"(2S)-3-(1-{[2-(2-CHLOROPHENYL)-5-METHYL-1,3-OXAZOL-4-YL]METHYL}-1H-INDOL-5-YL)-2-ETHOXYPROPANOIC ACID",experimental,438.903,2
DB06909,"1-ethyl-N-(phenylmethyl)-4-(tetrahydro-2H-pyran-4-ylamino)-1H-pyrazolo[3,4-b]pyridine-5-carboxamide",experimental,379.4555,1
DB06910,"[4-R-(4-ALPHA,6-BETA,7-BETA]-HEXAHYDRO-5,6-DI(HYDROXY)-1,3-DI(ALLYL)-4,7-BISPHENYLMETHYL)-2H-1,3-DIAZEPINONE",experimental,406.5173,1
DB06911,D-leucyl-N-(3-chlorobenzyl)-L-prolinamide,experimental,351.871,1
DB06912,"UNDECA-3,7-DIENE-1,3,7,11-TETRACARBALDEHYDE",experimental,264.3169,1
DB06913,"(2R,3R)-3-{[3,5-BIS(TRIFLUOROMETHYL)PHENYL]AMINO}-2-CYANO-3-THIOXOPROPANAMIDE",experimental,357.275,1
DB06914,"1-({2-[2-(4-CHLOROPHENYL)ETHYL]-1,3-DIOXOLAN-2-YL}METHYL)-1H-IMIDAZOLE",experimental,292.761,1
DB06915,"naphthalene-1,2,4,5,7-pentol",experimental,208.1675,0
DB06916,"N-[2-(1,3-BENZODIOXOL-5-YL)ETHYL]-1-[2-(1H-IMIDAZOL-1-YL)-6-METHYLPYRIMIDIN-4-YL]-D-PROLINAMIDE",experimental,420.4644,1
DB06917,(4-fluorophenyl)(pyridin-4-yl)methanone,experimental,201.1964,1
DB06918,2-(2-METHYLPHENYL)-1H-INDOLE-6-CARBOXIMIDAMIDE,experimental,249.3104,1
DB06919,D-phenylalanyl-N-(3-chlorobenzyl)-L-prolinamide,experimental,385.887,1
DB06920,Eribaxaban,experimental,484.907,1
DB06921,(2S)-2-[3-(AMINOMETHYL)PHENYL]-3-[(R)-HYDROXY{(1R)-2-METHYL-1-[(PHENYLSULFONYL)AMINO]PROPYL}PHOSPHORYL]PROPANOIC ACID,experimental,454.477,1
DB06922,"2-[(1R)-1-carboxy-2-naphthalen-1-ylethyl]-1,3-dioxo-2,3-dihydro-1H-isoindole-5-carboxylic acid",experimental,389.3576,1
DB06923,2-(3-METHYLPHENYL)-1H-INDOLE-5-CARBOXIMIDAMIDE,experimental,249.3104,1
DB06924,(2R)-2-benzyl-3-nitropropanoic acid,experimental,209.1986,1
DB06925,3-(2-AMINOQUINAZOLIN-6-YL)-4-METHYL-N-[3-(TRIFLUOROMETHYL)PHENYL]BENZAMIDE,experimental,422.4025,1
DB06926,"(9Z,11E,13S)-13-hydroxyoctadeca-9,11-dienoic acid",experimental,296.4449,1
DB06927,[5-HYDROXY-2-(4-HYDROXYPHENYL)-1-BENZOFURAN-7-YL]ACETONITRILE,experimental,265.2634,3
DB06928,(2S)-2-{[HYDROXY(4-IODOBENZYL)PHOSPHORYL]METHYL}PENTANEDIOIC ACID,experimental,426.1408,1
DB06929,1-butanoyl-N-(4-carbamimidoylbenzyl)-L-prolinamide,experimental,316.3981,1
DB06930,"N-[amino(imino)methyl]-2-(2,5-diphenyl-1H-pyrrol-1-yl)acetamide",experimental,318.3724,1
DB06931,"(1-HYDROXYNONANE-1,1-DIYL)BIS(PHOSPHONIC ACID)",experimental,304.2143,1
DB06932,"10,11-dimethoxy-4-methyldibenzo[c,f]-2,7-naphthyridine-3,6-diamine",experimental,334.3718,1
DB06933,N-(tert-butyl)-4-[5-(pyridin-2-ylamino)quinolin-3-yl]benzenesulfonamide,experimental,432.538,1
DB06934,(1R)-3-chloro-1-phenylpropan-1-ol,experimental,170.636,1
DB06935,"2',6'-DIFLUOROBIPHENYL-4-CARBOXYLIC ACID",experimental,234.1982,0
DB06936,N-(4-carbamimidoylbenzyl)-1-(4-methylpentanoyl)-L-prolinamide,experimental,344.4512,1
DB06937,"4-(6-HYDROXY-BENZO[D]ISOXAZOL-3-YL)BENZENE-1,3-DIOL",experimental,243.2149,1
DB06938,4-[[2-[[4-chloro-3-(trifluoromethyl)phenyl]amino]-3H-benzimidazol-5-yl]oxy]-N-methyl-pyridine-2-carboxamide,experimental,461.824,1
DB06939,"N-(TRANS-4-{(1S,2S)-2-AMINO-3-[(3S)-3-FLUOROPYRROLIDIN-1-YL]-1-METHYL-3-OXOPROPYL}CYCLOHEXYL)-N-METHYLACETAMIDE",experimental,327.4374,1
DB06940,"N-ethyl-4-{[5-(methoxycarbamoyl)-2-methylphenyl]amino}-5-methylpyrrolo[2,1-f][1,2,4]triazine-6-carboxamide",experimental,382.4164,1
DB06941,(Z)-2-[2-(4-methylpiperazin-1-yl)benzyl]diazenecarbothioamide,experimental,277.388,1
DB06942,N-(4-carbamimidoylbenzyl)-1-(3-phenylpropanoyl)-L-prolinamide,experimental,378.4674,1
DB06943,(3S)-1-{[4-(but-2-yn-1-yloxy)phenyl]sulfonyl}pyrrolidine-3-thiol,experimental,311.42,1
DB06944,N-(3-cyclopropyl-1H-pyrazol-5-yl)-2-(2-naphthyl)acetamide,experimental,291.3471,2
DB06945,N-hydroxy-4-({4-[4-(trifluoromethyl)phenoxy]phenyl}sulfonyl)tetrahydro-2H-pyran-4-carboxamide,experimental,445.41,1
DB06946,"(2S,3S)-3-(4-fluorophenyl)-2,3-dihydroxypropanoic acid",experimental,200.1638,1
DB06947,1-[(2R)-2-aminobutanoyl]-N-(4-carbamimidoylbenzyl)-L-prolinamide,experimental,331.4127,1
DB06948,2-ANILINO-6-CYCLOHEXYLMETHOXYPURINE,experimental,323.3922,2
DB06949,"N'-[(1E)-(3,5-dibromo-2,4-dihydroxyphenyl)methylidene]naphthalene-2-carbohydrazide",experimental,464.107,1
DB06950,"4-chloro-N'-[(1E)-(3,5-dibromo-2,4-dihydroxyphenyl)methylidene]benzohydrazide",experimental,448.494,1
DB06951,(3R)-3-ethyl-N-[(4-methylphenyl)sulfonyl]-L-aspartic acid,experimental,315.342,1
DB06952,(2S)-2-HYDROXY-2H-CHROMENE-2-CARBOXYLIC ACID,experimental,192.1681,1
DB06953,2-CHLORO-5-(3-CHLORO-PHENYL)-6-[(4-CYANO-PHENYL)-(3-METHYL-3H-IMIDAZOL-4-YL)- METHOXYMETHYL]-NICOTINONITRILE,experimental,474.341,2
DB06954,"2-(cycloheptylmethyl)-1,1-dioxido-1-benzothiophen-6-yl sulfamate",experimental,371.472,1
DB06955,"3,4-bis(7-chloro-1H-indol-3-yl)-1H-pyrrole-2,5-dicarboxylic acid",experimental,454.262,1
DB06956,"N-(4-ACETYLPHENYL)-5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-1H-PYRAZOLE-4-CARBOXAMIDE",experimental,371.774,1
DB06957,"4-CHLORO-6-(4-{4-[4-(METHYLSULFONYL)BENZYL]PIPERAZIN-1-YL}-1H-PYRAZOL-5-YL)BENZENE-1,3-DIOL",experimental,462.95,1
DB06958,"5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-N-ETHYL-4-PIPERAZIN-1-YL-1H-PYRAZOLE-3-CARBOXAMIDE",experimental,365.815,1
DB06959,(2S)-1-(3H-Indol-3-yl)-3-{[5-(6-isoquinolinyl)-3-pyridinyl]oxy}-2-propanamine,experimental,394.4684,2
DB06960,"N-[(1R,2R,3E)-2-hydroxy-1-(hydroxymethyl)heptadec-3-en-1-yl]acetamide",experimental,341.5286,1
DB06961,"5-(5-chloro-2,4-dihydroxyphenyl)-N-ethyl-4-[4-(morpholin-4-ylmethyl)phenyl]isoxazole-3-carboxamide",experimental,457.907,1
DB06962,"(5-(aminomethyl)-2H-spiro[benzofuran-3,4'-piperidine]-1'-yl)(5-(phenylethynyl)furan-2-yl)methanone",experimental,412.4804,1
DB06963,"3-[3-(3-methyl-6-{[(1S)-1-phenylethyl]amino}-1H-pyrazolo[4,3-c]pyridin-1-yl)phenyl]propanamide",experimental,399.4882,1
DB06964,"5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-N-ETHYL-4-(4-METHOXYPHENYL)ISOXAZOLE-3-CARBOXAMIDE",experimental,388.802,1
DB06965,Hexylphosphonic acid (R)-2-methyl-3-phenylpropyl ester,experimental,298.3575,1
DB06966,Hexylphosphonic acid (S)-2-methyl-3-phenylpropyl ester,experimental,298.3575,1
DB06967,"6-ETHYL-5-[9-(3-METHOXYPROPYL)-9H-CARBAZOL-2-YL]PYRIMIDINE-2,4-DIAMINE",experimental,375.4668,1
DB06968,"1,1'-HEXANE-1,6-DIYLBIS(1H-IMIDAZOLE)",experimental,218.2981,1
DB06969,"2-amino-4-[2,4-dichloro-5-(2-pyrrolidin-1-ylethoxy)phenyl]-N-ethylthieno[2,3-d]pyrimidine-6-carboxamide",experimental,480.411,1
DB06970,"2-CHLORO-N-(3-CYANO-5,6-DIHYDRO-4H-CYCLOPENTA[B]THIOPHEN-2-YL)-5-DIETHYLSULFAMOYL-BENZAMIDE",experimental,437.963,1
DB06971,"N-{2-[(4'-CYANO-1,1'-BIPHENYL-4-YL)OXY]ETHYL}-N'-HYDROXY-N-METHYLUREA",experimental,311.3352,1
DB06972,"7A-[(4-cyanophenyl)methyl]-6-(3,5-dichlorophenyl)-5-oxo-2,3,5,7A-tetrahydro-1H-pyrrolo[1,2-A]pyrrole-7-carbonitrile",experimental,408.28,1
DB06973,"4,4'-PROPANE-2,2-DIYLDIPHENOL",experimental,228.2863,1
DB06974,"5-hydroxy-4-(7-methoxy-1,1-dioxido-2H-1,2,4-benzothiadiazin-3-yl)-2-(3-methylbutyl)-6-phenylpyridazin-3(2H)-one",experimental,468.525,1
DB06976,"1-(5-OXO-2,3,5,9B-TETRAHYDRO-1H-PYRROLO[2,1-A]ISOINDOL-9-YL)-3-(5-PYRROLIDIN-2-YL-1H-PYRAZOL-3-YL)-UREA",experimental,366.417,1
DB06977,(2S)-1-{[5-(1H-Indazol-5-yl)-3-pyridinyl]oxy}-3-(7aH-indol-3-yl)-2-propanamine,experimental,383.4457,1
DB06978,"N'-[(1E)-(3,5-dibromo-2,4-dihydroxyphenyl)methylidene]-4-methoxybenzohydrazide",experimental,444.075,1
DB06979,"5-(dodecylthio)-1H-1,2,3-triazole-4-carboxylic acid",experimental,313.459,1
DB06980,(2S)-2-(1H-indol-3-yl)hexanoic acid,experimental,231.2903,1
DB06981,(2S)-2-(1H-indol-3-yl)pentanoic acid,experimental,217.2637,1
DB06982,(2S)-8-[(tert-butoxycarbonyl)amino]-2-(1H-indol-3-yl)octanoic acid,experimental,374.4739,1
DB06983,"(5-phenyl-7-(pyridin-3-ylmethylamino)pyrazolo[1,5-a]pyrimidin-3-yl)methanol",experimental,331.3712,1
DB06984,"(1R,2R,3R,4S,5R)-4-(BENZYLAMINO)-5-(METHYLTHIO)CYCLOPENTANE-1,2,3-TRIOL",experimental,269.36,1
DB06985,2-[({4-[2-(trifluoromethyl)phenyl]piperidin-1-yl}carbonyl)amino]benzoic acid,experimental,392.3717,0
DB06986,"2-CHLORO-N-[(1R,2R)-1-HYDROXY-2,3-DIHYDRO-1H-INDEN-2-YL]-6H-THIENO[2,3-B]PYRROLE-5-CARBOXAMIDE",experimental,332.805,1
DB06987,(R)-Atenolol,experimental,266.3361,2
DB06988,2-HYDROXY-5-{[(1E)-2-PHENYLETHYLIDENE]AMINO}-L-TYROSINE,experimental,314.3358,1
DB06989,{4-[2-BENZYL-3-METHOXY-2-(METHOXYCARBONYL)-3-OXOPROPYL]PHENYL}SULFAMIC ACID,experimental,407.438,1
DB06990,"4-[(1E,7E)-8-(2,6-DIOXO-1,2,3,6-TETRAHYDROPYRIMIDIN-4-YL)-3,6-DIOXA-2,7-DIAZAOCTA-1,7-DIEN-1-YL]BENZOIC ACID",experimental,346.2949,1
DB06991,"N-[2-methyl-5-(methylcarbamoyl)phenyl]-2-{[(1R)-1-methylpropyl]amino}-1,3-thiazole-5-carboxamide",experimental,346.447,1
DB06992,"(3,3-dimethylpiperidin-1-yl)(6-(3-fluoro-4-methylphenyl)pyridin-2-yl)methanone",experimental,326.4078,1
DB06993,"(2S,3S)-4-cyclopropyl-3-{(3R,5R)-3-[2-fluoro-4-(methylsulfonyl)phenyl]-1,2,4-oxadiazolidin-5-yl}-1-[(3S)-3-fluoropyrrolidin-1-yl]-1-oxobutan-2-amine",experimental,458.523,1
DB06994,"(2S,3S)-3-{3-[2-chloro-4-(methylsulfonyl)phenyl]-1,2,4-oxadiazol-5-yl}-1-cyclopentylidene-4-cyclopropyl-1-fluorobutan-2-amine",experimental,453.958,1
DB06995,N-({4-[(2-aminopyridin-4-yl)oxy]-3-fluorophenyl}carbamoyl)-2-(4-fluorophenyl)acetamide,experimental,398.3628,1
DB06996,D-leucyl-N-(4-carbamimidoylbenzyl)-L-prolinamide,experimental,359.4659,1
DB06997,"2-(4-fluorophenyl)-N-{[3-fluoro-4-(1H-pyrrolo[2,3-b]pyridin-4-yloxy)phenyl]carbamoyl}acetamide",experimental,422.3842,1
DB06998,"[(5R)-5-(2,3-dibromo-5-ethoxy-4-hydroxybenzyl)-4-oxo-2-thioxo-1,3-thiazolidin-3-yl]acetic acid",experimental,499.195,1
DB06999,"N-{3-[(5-chloro-1H-pyrrolo[2,3-b]pyridin-3-yl)carbonyl]-2,4-difluorophenyl}propane-1-sulfonamide",experimental,413.826,1
DB07000,"N-{2,4-difluoro-3-[(5-pyridin-3-yl-1H-pyrrolo[2,3-b]pyridin-3-yl)carbonyl]phenyl}ethanesulfonamide",experimental,442.439,1
DB07001,"(3S,5E)-3-propyl-3,4-dihydrothieno[2,3-f][1,4]oxazepin-5(2H)-imine",experimental,210.296,1
DB07002,4-({4-[(4-methoxypyridin-2-yl)amino]piperidin-1-yl}carbonyl)benzonitrile,experimental,336.3877,1
DB07003,"(2S)-2-methyl-2,3-dihydrothieno[2,3-f][1,4]oxazepin-5-amine",experimental,182.243,1
DB07004,2-[(5-hex-1-yn-1-ylfuran-2-yl)carbonyl]-N-methylhydrazinecarbothioamide,experimental,279.358,1
DB07005,D-phenylalanyl-N-{4-[amino(iminio)methyl]benzyl}-L-prolinamide,experimental,394.49,1
DB07006,"9-HYDROXY-6-(3-HYDROXYPROPYL)-4-(2-METHOXYPHENYL)PYRROLO[3,4-C]CARBAZOLE-1,3(2H,6H)-DIONE",experimental,416.426,1
DB07007,"(3R)-3-[(1,2,3,4-tetrahydroisoquinolin-7-yloxy)methyl]-2,3-dihydrothieno[2,3-f][1,4]oxazepin-5-amine",experimental,329.417,1
DB07008,"4-(1,3-BENZODIOXOL-5-YLOXY)-2-[4-(1H-IMIDAZOL-1-YL)PHENOXY]PYRIMIDINE",experimental,374.3496,1
DB07009,"2-(5-HYDROXY-NAPHTHALEN-1-YL)-1,3-BENZOOXAZOL-6-OL",experimental,277.2741,2
DB07010,N-BENZYL-4-[4-(3-CHLOROPHENYL)-1H-PYRAZOL-3-YL]-1H-PYRROLE-2-CARBOXAMIDE,experimental,376.839,2
DB07011,"(3S)-1-(1,3-BENZODIOXOL-5-YLMETHYL)-3-[4-(1H-IMIDAZOL-1-YL)PHENOXY]PIPERIDINE",experimental,377.4363,1
DB07012,"6-AMINO-3,7-DIHYDRO-IMIDAZO[4,5-G]QUINAZOLIN-8-ONE",experimental,201.1848,1
DB07013,TERT-BUTYL 4-({[4-(BUT-2-YN-1-YLAMINO)PHENYL]SULFONYL}METHYL)-4-[(HYDROXYAMINO)CARBONYL]PIPERIDINE-1-CARBOXYLATE,experimental,465.563,1
DB07014,"2-(1,3-benzodioxol-5-yl)-5-[(3-fluoro-4-methoxybenzyl)sulfanyl]-1,3,4-oxadiazole",experimental,360.36,1
DB07015,"(3R,4R)-4-(pyrrolidin-1-ylcarbonyl)-1-(quinoxalin-2-ylcarbonyl)pyrrolidin-3-amine",experimental,339.3916,1
